url_length,count_digits,has_at,has_https,count_dots,has_hyphen,has_ip,count_special_chars,count_slash,path_length,count_subdomains,has_suspicious_words,url_entropy,digit_ratio,has_port,tld_length,is_shortened_url,label
34.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,4.314972767530033,0.058823529411764705,0.0,2.0,0.0,1
27.0,11.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,6.0,2.0,0.0,3.986187965046303,0.4074074074074074,0.0,2.0,0.0,1
34.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,4.300554385304355,0.11764705882352941,0.0,2.0,0.0,1
26.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.979097891134805,0.0,0.0,3.0,0.0,0
29.0,16.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,3.6209360647507713,0.5517241379310345,1.0,9.0,0.0,1
34.0,16.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,6.0,2.0,0.0,3.936891797757288,0.47058823529411764,1.0,9.0,0.0,1
34.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,4.160704752887782,0.08823529411764706,0.0,3.0,0.0,1
15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.323231428797621,0.0,0.0,2.0,0.0,0
30.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,10.0,1.0,0.0,3.456564762130954,0.2,0.0,2.0,0.0,1
13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.238901256602631,0.0,0.0,2.0,0.0,0
37.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,8.0,1.0,0.0,4.303783770917412,0.1891891891891892,0.0,2.0,0.0,1
23.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,3.468576629687865,0.43478260869565216,0.0,2.0,0.0,1
38.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,4.273728829005326,0.10526315789473684,0.0,2.0,0.0,1
21.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.6304126608739984,0.0,0.0,3.0,0.0,0
34.0,16.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,6.0,2.0,0.0,4.0796786498829745,0.47058823529411764,1.0,9.0,0.0,1
45.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,23.0,1.0,0.0,4.472424141197959,0.2222222222222222,0.0,2.0,0.0,1
36.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,4.363826390090815,0.1388888888888889,0.0,2.0,0.0,1
19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.826874881864638,0.0,0.0,3.0,0.0,0
29.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.1162646156680225,0.0,0.0,3.0,1.0,0
33.0,15.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,6.0,2.0,0.0,4.0060710131011685,0.45454545454545453,1.0,9.0,0.0,1
44.0,16.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,17.0,2.0,0.0,4.235015641798042,0.36363636363636365,1.0,7.0,0.0,1
19.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.721611723969901,0.15789473684210525,0.0,3.0,0.0,0
59.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,8.0,32.0,1.0,0.0,4.170175889367648,0.0,0.0,3.0,0.0,1
26.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,5.0,2.0,0.0,3.6902603909683847,0.38461538461538464,0.0,2.0,0.0,1
32.0,11.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,12.0,2.0,0.0,4.101409765557392,0.34375,0.0,3.0,0.0,1
32.0,14.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,6.0,2.0,0.0,3.9917292966721747,0.4375,1.0,8.0,0.0,1
